-0.069185376,0.0073661697,0.43537277
-0.061617773,0.015838804,0.43509212
-0.054127473,0.024292134,0.43479213
-0.046703294,0.032734822,0.43447736
-0.03934716,0.041162174,0.43414745
-0.03205688,0.04956544,0.43380406
-0.024837043,0.057942957,0.43344614
-0.017692547,0.06629277,0.43307287
-0.010628729,0.07461315,0.43268263
-0.0036514443,0.08290198,0.43227428
0.0032303147,0.091155484,0.43184483
0.01000978,0.09937113,0.4313929
0.016679578,0.107546054,0.43091708
0.023231823,0.115677185,0.43041587
0.029658156,0.12376117,0.42988783
0.03594985,0.13179408,0.42933103
0.042097688,0.13977215,0.42874378
0.048090044,0.1476945,0.4281237
0.053916413,0.15555634,0.427469
0.059567288,0.16335234,0.42677796
0.06503294,0.1710771,0.42604902
0.07030366,0.17872493,0.42528072
0.075369865,0.18629009,0.42447153
0.080222264,0.19376658,0.42362034
0.08485032,0.20114696,0.42272493
0.08924532,0.20842448,0.421784
0.093400076,0.21559338,0.42079675
0.09730822,0.22264789,0.41976276
0.10096447,0.22958264,0.4186818
0.10436276,0.23639546,0.4175537
0.107500166,0.24308221,0.41637883
0.1103754,0.24963894,0.4151585
0.112988986,0.25606167,0.4138939
0.1153434,0.26234645,0.4125865
0.11744226,0.26849142,0.41123816
0.11929068,0.27449536,0.40985098
0.120895244,0.28035775,0.40842742
0.12226384,0.28607875,0.40697002
0.123405516,0.29165924,0.40548158
0.124330305,0.29710072,0.40396515
0.12504901,0.30240524,0.40242368
0.12557304,0.30757543,0.4008602
0.1259142,0.31261396,0.3992778
0.12608494,0.31752327,0.3976793
0.12609744,0.32230723,0.39606786
0.12596454,0.3269701,0.39444682
0.1256974,0.3315156,0.39281863
0.12530717,0.33594722,0.39118573
0.12480466,0.34026733,0.38955015
0.12420051,0.34448045,0.38791412
